park_name,scientific_name,category,common_names,conservation_status,observations
Great Smoky Mountains,Calypte anna,Bird,Anna's Hummingbird,Least concern,79
Great Smoky Mountains,Calystegia malacophylla ssp. malacophylla,Vascular Plant,Sierra False Bindweed,Least concern,49
Great Smoky Mountains,Calystegia sepium,Vascular Plant,Hedge Bindweed,Least concern,53
Great Smoky Mountains,Calystegia spithamaea,Vascular Plant,Low Bindweed,Least concern,95
Great Smoky Mountains,Camassia quamash,Vascular Plant,Common Camas,Least concern,65
Great Smoky Mountains,Camassia quamash ssp. breviflora,Vascular Plant,Small Camas,Least concern,70
Great Smoky Mountains,Camassia quamash ssp. quamash,Vascular Plant,Small Camas,Least concern,114
Great Smoky Mountains,Camelina microcarpa,Vascular Plant,Littlepod False Flax,Least concern,76
Great Smoky Mountains,Camelina sativa,Vascular Plant,Gold-Of-Pleasure,Least concern,116
Great Smoky Mountains,Camissonia breviflora,Vascular Plant,Fewflower Evening Primrose,Least concern,37
Great Smoky Mountains,Camissonia contorta,Vascular Plant,Contorted Suncup,Least concern,64
Great Smoky Mountains,Camissonia lacustris,Vascular Plant,Grassland Suncup,Least concern,85
Great Smoky Mountains,Camissonia luciae,Vascular Plant,Santa Lucia Suncup,Least concern,58
Great Smoky Mountains,Camissonia sierrae ssp. alticola,Vascular Plant,Mono Hot Springs Evening Primrose,Species of Concern,95
Great Smoky Mountains,Camissonia sierrae ssp. sierrae,Vascular Plant,Sierra Suncup,Least concern,102
Great Smoky Mountains,Camissonia subacaulis,Vascular Plant,Diffuseflower Evening Primrose,Least concern,113
Great Smoky Mountains,Campanula aparinoides,Vascular Plant,Marsh Bellflower,Least concern,75
Great Smoky Mountains,Campanula divaricata,Vascular Plant,Southern Harebell,Least concern,30
Great Smoky Mountains,Campanula rapunculoides,Vascular Plant,Creeping Bellflower,Least concern,83
Great Smoky Mountains,Campanula rotundifolia,Vascular Plant,Bluebell,Least concern,67
Great Smoky Mountains,Campanulastrum americanum,Vascular Plant,Tall Bellflower,Least concern,35
Great Smoky Mountains,Campostoma anomalum,Fish,Central Stoneroller,Least concern,60
Great Smoky Mountains,Campostoma oligolepis,Fish,Largescale Stoneroller,Least concern,74
Great Smoky Mountains,Campsis radicans,Vascular Plant,Trumpet-Creeper,Least concern,96
Great Smoky Mountains,Campylium chrysophyllum,Nonvascular Plant,Goldenleaf Campylium Moss,Least concern,75
Great Smoky Mountains,Campylium hispidulum,Nonvascular Plant,Hispid Campylium Moss,Least concern,88
Great Smoky Mountains,Campylium polygamum,Nonvascular Plant,Campylium Moss,Least concern,89
Great Smoky Mountains,Campylium radicale,Nonvascular Plant,Campylium Moss,Least concern,60
Great Smoky Mountains,Campylopus atrovirens,Nonvascular Plant,Campylopus Moss,Least concern,75
Great Smoky Mountains,Campylopus pilifer,Nonvascular Plant,Campylopus Moss,Least concern,88
Great Smoky Mountains,Campylopus tallulensis,Nonvascular Plant,Tallul Campylopus Moss,Least concern,84
Great Smoky Mountains,Campylostelium saxicola,Nonvascular Plant,Campylostelium Moss,Least concern,55
Great Smoky Mountains,Canis latrans,Mammal,Coyote,Species of Concern,68
Great Smoky Mountains,Canis lupus,Mammal,Gray Wolf,Endangered,59
Great Smoky Mountains,Canis rufus,Mammal,Red Wolf,Endangered,13
Great Smoky Mountains,Cannabis sativa,Vascular Plant,Hemp,Least concern,134
Great Smoky Mountains,Caprimulgus carolinensis,Bird,Chuck-Will's-Widow,Least concern,95
Great Smoky Mountains,Caprimulgus vociferus,Bird,Whip-Poor-Will,Least concern,60
Great Smoky Mountains,Capsella bursa-pastoris,Vascular Plant,Common Shepherd's Purse,Least concern,159
Great Smoky Mountains,Capsella rubella,Vascular Plant,Reddish Shepherd's Purse,Least concern,102
Great Smoky Mountains,Caracara cheriway,Bird,Crested Caracara,Least concern,82
Great Smoky Mountains,Carassius auratus,Fish,Goldfish,Least concern,44
Great Smoky Mountains,Cardamine angustata,Vascular Plant,Pepperwort,Least concern,52
Great Smoky Mountains,Cardamine breweri var. breweri,Vascular Plant,Brewer's Bittercress,Least concern,50
Great Smoky Mountains,Cardamine bulbosa,Vascular Plant,Bulbous Bittercress,Least concern,64
Great Smoky Mountains,Cardamine californica var. californica,Vascular Plant,Milkmaids,Least concern,85
Great Smoky Mountains,Cardamine clematitis,Vascular Plant,Mountain Watercress,Species of Concern,26
Great Smoky Mountains,Cardamine concatenata,Vascular Plant,Cutleaf Toothwort,Least concern,62
Great Smoky Mountains,Cardamine diphylla,Vascular Plant,Toothwort,Least concern,70
Great Smoky Mountains,Cardamine dissecta,Vascular Plant,Dissected-Leaved Toothwort,Least concern,100
Great Smoky Mountains,Cardamine flagellifera,Vascular Plant,Bitter Cress,Least concern,95
Great Smoky Mountains,Cardamine hirsuta,Vascular Plant,Hairy Bittercress,Least concern,99
Great Smoky Mountains,Cardamine oligosperma,Vascular Plant,Idaho Bittercress,Least concern,92
Great Smoky Mountains,Cardamine oligosperma var. oligosperma,Vascular Plant,Little Western Bittercress,Least concern,88
Great Smoky Mountains,Cardamine pachystigma var. pachystigma,Vascular Plant,Serpentine Bittercress,Least concern,112
Great Smoky Mountains,Cardamine parviflora var. arenicola,Vascular Plant,Sand Bittercress,Least concern,63
Great Smoky Mountains,Cardamine pensylvanica,Vascular Plant,Pennsylvania Bittercress,Least concern,176
Great Smoky Mountains,Cardamine rotundifolia,Vascular Plant,Round Leaf Watercress,Least concern,111
Great Smoky Mountains,Cardaria chalapensis,Vascular Plant,Heartpod Hoarycress,Least concern,47
Great Smoky Mountains,Cardaria draba,Vascular Plant,Globed-Podded Hoarycress,Least concern,61
Great Smoky Mountains,Cardaria pubescens,Vascular Plant,Globe-Pod Hoarycress,Least concern,67
Great Smoky Mountains,Cardellina pusilla,Bird,Wilson's Warbler,Least concern,62
Great Smoky Mountains,Cardinalis cardinalis,Bird,Northern Cardinal,Least concern,49
Great Smoky Mountains,Carduelis flammea,Bird,Common Redpoll,Least concern,77
Great Smoky Mountains,Carduelis pinus,Bird,Pine Siskin,Least concern,66
Great Smoky Mountains,Carduelis tristis,Bird,American Goldfinch,Least concern,85
Great Smoky Mountains,Carduus acanthoides,Vascular Plant,Spiny Plumeless Thistle,Least concern,148
Great Smoky Mountains,Carduus nutans,Vascular Plant,Musk Thistle,Least concern,66
Great Smoky Mountains,Carduus pycnocephalus,Vascular Plant,Compact-Headed Thistle,Least concern,122
Great Smoky Mountains,Carex,Vascular Plant,Carex,Least concern,66
Great Smoky Mountains,Carex abrupta,Vascular Plant,Abruptbeak Sedge,Least concern,98
Great Smoky Mountains,Carex abscondita,Vascular Plant,Thicket Sedge,Least concern,60
Great Smoky Mountains,Carex aestivalis,Vascular Plant,Summer Sedge,Least concern,81
Great Smoky Mountains,Carex aggregata,Vascular Plant,Glomerate Sedge,Least concern,78
Great Smoky Mountains,Carex albicans,Vascular Plant,Whitetinge Sedge,Least concern,74
Great Smoky Mountains,Carex albicans var. albicans,Vascular Plant,Sedge,Least concern,87
Great Smoky Mountains,Carex albicans var. australis,Vascular Plant,Sedge,Least concern,71
Great Smoky Mountains,Carex albicans var. emmonsii,Vascular Plant,Emmons Sedge,Least concern,47
Great Smoky Mountains,Carex albolutescens,Vascular Plant,Greenish-White Sedge,Least concern,42
Great Smoky Mountains,Carex albonigra,Vascular Plant,Blackandwhite Sedge,Least concern,108
Great Smoky Mountains,Carex albursina,Vascular Plant,Sedge,Least concern,87
Great Smoky Mountains,Carex amphibola,Vascular Plant,Eastern Narrowleaf Sedge,Least concern,75
Great Smoky Mountains,Carex amphibola var. rigida,Vascular Plant,Sedge,Least concern,66
Great Smoky Mountains,Carex amphibola var. turgida,Vascular Plant,Turgid Sedge,Least concern,74
Great Smoky Mountains,Carex amplectens,Vascular Plant,Claspbract Sedge,Least concern,49
Great Smoky Mountains,Carex amplifolia,Vascular Plant,Bigleaf Sedge,Least concern,98
Great Smoky Mountains,Carex angustata,Vascular Plant,Common Meadow Sedge,Least concern,69
Great Smoky Mountains,Carex annectens,Vascular Plant,Sedge,Least concern,77
Great Smoky Mountains,Carex appalachica,Vascular Plant,Appalachian Sedge,Least concern,119
Great Smoky Mountains,Carex aquatilis,Vascular Plant,Water Sedge,Least concern,86
Great Smoky Mountains,Carex aquatilis var. aquatilis,Vascular Plant,Leafy Tussock Sedge,Least concern,91
Great Smoky Mountains,Carex atherodes,Vascular Plant,Awned Sedge,Least concern,67
Great Smoky Mountains,Carex athrostachya,Vascular Plant,Slenderbeak Sedge,Least concern,70
Great Smoky Mountains,Carex atlantica,Vascular Plant,Prickly Bog Sedge,Least concern,78
Great Smoky Mountains,Carex atlantica ssp. atlantica,Vascular Plant,Sedge,Least concern,93
Great Smoky Mountains,Carex atlantica ssp. capillacea,Vascular Plant,Prickly Bog Sedge,Least concern,72
Great Smoky Mountains,Carex aurea,Vascular Plant,Golden Sedge,Least concern,95
Great Smoky Mountains,Carex austrocaroliniana,Vascular Plant,Sedge,Least concern,109
Great Smoky Mountains,Carex backii,Vascular Plant,Back's Sedge,Least concern,58
Great Smoky Mountains,Carex baileyi,Vascular Plant,Bailey Sedge,Least concern,70
Great Smoky Mountains,Carex barrattii,Vascular Plant,Barratt's Sedge,Least concern,55
Great Smoky Mountains,Carex bebbii,Vascular Plant,Bebb Sedge,Least concern,57
Great Smoky Mountains,Carex biltmoreana,Vascular Plant,Biltmore Sedge,Least concern,79
Great Smoky Mountains,Carex blanda,Vascular Plant,Sedge,Least concern,76
Great Smoky Mountains,Carex bolanderi,Vascular Plant,Bolander Sedge,Least concern,91
Great Smoky Mountains,Carex brainerdii,Vascular Plant,Brainerd's Sedge,Least concern,85
Great Smoky Mountains,Carex brevior,Vascular Plant,Brevior Sedge,Least concern,107
Great Smoky Mountains,Carex bromoides,Vascular Plant,Sedge,Least concern,75
Great Smoky Mountains,Carex brunnescens,Vascular Plant,Brownish Sedge,Least concern,73
Great Smoky Mountains,Carex brunnescens ssp. brunnescens,Vascular Plant,Brownish Sedge,Least concern,56
Great Smoky Mountains,Carex brunnescens ssp. sphaerostachya,Vascular Plant,Brownish Sedge,Least concern,84
Great Smoky Mountains,Carex buxbaumii,Vascular Plant,Brown Bog Sedge,Least concern,90
Great Smoky Mountains,Carex canescens,Vascular Plant,Silver Sedge,Least concern,42
Great Smoky Mountains,Carex capillaris,Vascular Plant,Hair Sedge,Least concern,84
Great Smoky Mountains,Carex capitata,Vascular Plant,Arctic Sedge,Least concern,88
Great Smoky Mountains,Carex caroliniana,Vascular Plant,Carolina Sedge,Least concern,63
Great Smoky Mountains,Carex cephalophora,Vascular Plant,Oval-Leaved Sedge,Least concern,85
Great Smoky Mountains,Carex cherokeensis,Vascular Plant,Cherokee Sedge,Least concern,39
Great Smoky Mountains,Carex communis,Vascular Plant,Common Sedge,Least concern,61
Great Smoky Mountains,Carex communis var. amplisquama,Vascular Plant,Dixie Sedge,Species of Concern,89
Great Smoky Mountains,Carex communis var. communis,Vascular Plant,Fibrousroot Sedge,Least concern,34
Great Smoky Mountains,Carex complanata,Vascular Plant,Blue Sedge,Least concern,34
Great Smoky Mountains,Carex concinna,Vascular Plant,Low Northern Sedge,Least concern,80
Great Smoky Mountains,Carex congdonii,Vascular Plant,Congdon's Sedge,Least concern,82
Great Smoky Mountains,Carex conjuncta,Vascular Plant,Soft Fox Sedge,Least concern,43
Great Smoky Mountains,Carex corrugata,Vascular Plant,Prune-Fruit Sedge,Least concern,77
Great Smoky Mountains,Carex crebriflora,Vascular Plant,Coastalplain Sedge,Least concern,79
Great Smoky Mountains,Carex crinita var. crinita,Vascular Plant,Drooping Sedge,Least concern,80
Great Smoky Mountains,Carex cristatella,Vascular Plant,Sedge,Least concern,46
Great Smoky Mountains,Carex cumberlandensis,Vascular Plant,Local Sedge,Least concern,97
Great Smoky Mountains,Carex cusickii,Vascular Plant,Cusick's Sedge,Least concern,78
Great Smoky Mountains,Carex davyi,Vascular Plant,Davy's Sedge,Least concern,67
Great Smoky Mountains,Carex debilis,Vascular Plant,White Edge Sedge,Least concern,76
Great Smoky Mountains,Carex debilis var. debilis,Vascular Plant,White Edge Sedge,Least concern,90
Great Smoky Mountains,Carex debilis var. interjecta,Vascular Plant,Necklace Sedge,Least concern,100
Great Smoky Mountains,Carex debilis var. pubera,Vascular Plant,Hairy Necklace Sedge,Least concern,99
Great Smoky Mountains,Carex debilis var. rudgei,Vascular Plant,Necklace Sedge,Least concern,101
Great Smoky Mountains,Carex densa,Vascular Plant,Dense Sedge,Least concern,82
Great Smoky Mountains,Carex diandra,Vascular Plant,Lesser Panicled Sedge,Least concern,77
Great Smoky Mountains,Carex disperma,Vascular Plant,Softleaf Sedge,Least concern,75
Great Smoky Mountains,Carex douglasii,Vascular Plant,Douglas Sedge,Least concern,84
Great Smoky Mountains,Carex eburnea,Vascular Plant,Black-Fruited Sedge,Least concern,70
Great Smoky Mountains,Carex echinata ssp. echinata,Vascular Plant,Star Sedge,Least concern,86
Great Smoky Mountains,Carex elynoides,Vascular Plant,Blackroot Sedge,Least concern,93
Great Smoky Mountains,Carex festucacea,Vascular Plant,Fescue Sedge,Least concern,84
Great Smoky Mountains,Carex feta,Vascular Plant,Greensheath Sedge,Least concern,55
Great Smoky Mountains,Carex filifolia,Vascular Plant,Threadleaf Sedge,Least concern,30
Great Smoky Mountains,Carex filifolia var. erostrata,Vascular Plant,Shorthair Sedge,Least concern,69
Great Smoky Mountains,Carex fissuricola,Vascular Plant,Canyon Sedge,Least concern,69
Great Smoky Mountains,Carex flaccosperma,Vascular Plant,Thinfruit Sedge,Least concern,101
Great Smoky Mountains,Carex flava,Vascular Plant,Yellow Sedge,Least concern,107
Great Smoky Mountains,Carex fracta,Vascular Plant,Fragile Sheath Sedge,Least concern,85
Great Smoky Mountains,Carex frankii,Vascular Plant,Frank Sedge,Least concern,63
Great Smoky Mountains,Carex geyeri,Vascular Plant,Elk Sedge,Least concern,78
Great Smoky Mountains,Carex gracilescens,Vascular Plant,Slender Looseflower Sedge,Least concern,107
Great Smoky Mountains,Carex gracillima,Vascular Plant,Graceful Sedge,Least concern,87
Great Smoky Mountains,Carex granularis,Vascular Plant,Granular Sedge,Least concern,89
Great Smoky Mountains,Carex gravida var. lunelliana,Vascular Plant,Heavy Sedge,Least concern,52
Great Smoky Mountains,Carex grayi,Vascular Plant,Gray's Sedge,Least concern,91
Great Smoky Mountains,Carex grisea,Vascular Plant,Inflated Narrow-Leaf Sedge,Least concern,62
Great Smoky Mountains,Carex gynandra,Vascular Plant,Sedge,Least concern,114
Great Smoky Mountains,Carex gynocrates,Vascular Plant,Bog Sedge,Least concern,59
Great Smoky Mountains,Carex hassei,Vascular Plant,Hasse's Sedge,Least concern,108
Great Smoky Mountains,Carex haydeniana,Vascular Plant,Cloud Sedge,Least concern,119
Great Smoky Mountains,Carex helleri,Vascular Plant,Heller's Sedge,Least concern,75
Great Smoky Mountains,Carex heteroneura var. epapillosa,Vascular Plant,Different Nerve Sedge,Least concern,95
Great Smoky Mountains,Carex heteroneura var. heteroneura,Vascular Plant,Different Nerve Sedge,Least concern,62
Great Smoky Mountains,Carex hirsutella,Vascular Plant,Hirsute Sedge,Least concern,62
Great Smoky Mountains,Carex hoodii,Vascular Plant,Hood Sedge,Least concern,60
Great Smoky Mountains,Carex illota,Vascular Plant,Sheep Sedge,Least concern,76
Great Smoky Mountains,Carex incurviformis var. danaensis,Vascular Plant,Coastal Sand Sedge,Least concern,81
Great Smoky Mountains,Carex integra,Vascular Plant,Smoothbead Sedge,Least concern,87
Great Smoky Mountains,Carex interior,Vascular Plant,Inland Sedge,Least concern,86
Great Smoky Mountains,Carex intumescens,Vascular Plant,Intumescent Sedge,Least concern,80
Great Smoky Mountains,Carex jamesii,Vascular Plant,James Sedge,Least concern,117
Great Smoky Mountains,Carex jonesii,Vascular Plant,Jones Sedge,Least concern,116
Great Smoky Mountains,Carex kraliana,Vascular Plant,Kral's Sedge,Least concern,78
Great Smoky Mountains,Carex laeviculmis,Vascular Plant,Smoothstem Sedge,Least concern,90
Great Smoky Mountains,Carex laevivaginata,Vascular Plant,Sedge,Least concern,66
Great Smoky Mountains,Carex lanuginosa,Vascular Plant,Woolly Sedge,Least concern,54
Great Smoky Mountains,Carex lasiocarpa,Vascular Plant,Woollyfruit Sedge,Least concern,54
Great Smoky Mountains,Carex laxiculmis,Vascular Plant,Sedge,Least concern,62
Great Smoky Mountains,Carex laxiflora,Vascular Plant,Broad Looseflower Sedge,Least concern,86
Great Smoky Mountains,Carex leavenworthii,Vascular Plant,Leavenworth Sedge,Least concern,48
Great Smoky Mountains,Carex lemmonii,Vascular Plant,Lemmon's Sedge,Least concern,83
Great Smoky Mountains,Carex lenticularis var. impressa,Vascular Plant,Fewrib Sedge,Least concern,106
Great Smoky Mountains,Carex lenticularis var. lipocarpa,Vascular Plant,Kellogg Sedge,Least concern,113
Great Smoky Mountains,Carex leporinella,Vascular Plant,Hare Sedge,Least concern,71
Great Smoky Mountains,Carex leptalea,Vascular Plant,Bristly-Stalk Sedge,Least concern,148
Great Smoky Mountains,Carex leptonervia,Vascular Plant,Finely-Nerved Sedge,Least concern,114
